,script
295,#抗疫    零点三十四分，一辆救护车的呼啸而过，兰州焦家湾冷冻厂开始第二次的核酸检测#兰州疫情
296,#抗疫   #贵州遵义   #加油中国！贵州新增3例，截至目前共2例，其中遵义市例（新蒲新区）。
297,#抗疫   一线的医务工作者、社区干部、执勤民警你们辛苦啦👍👍👍#加油新疆 #致敬
298,#抗疫   全省核酸第一站，互相理解，互相努力！
299,#抗疫   抗疫归来英雄周鹏，向你学习，向你致敬！@抖音小助手
300,#抗疫   爸妈去一线，你是什么感受？孩子的一句话，让人心酸......#泪目
301,#抗疫   自由了
302,#抗疫   逆行的盖世英雄
303,#抗疫  #一定要看到最后有一个兵种叫纠察兵，他专治各种“豪横”…（钟玉佩）
304,#抗疫  #团队精神 #啥都不挺就挺你#获奖  #最美基层 #公益活动 #时代楷模    正源大地又获奖啦！
305,#抗疫  #在一起  #抗疫英雄
306,#抗疫  #复工复产 招聘挡车工_工资2000~4000元月休4天报名电话_8235659438
307,#抗疫  #大别山区域医疗中心 48小时改建完成的黄冈版“小汤山医院”，黄冈抗疫主战场，向抗疫英雄致敬！#航拍
308,#抗疫  #好爸爸 援鄂50多天，见到女儿那一刻，七尺男儿赵冲哭得像个泪人
309,#抗疫  #影视推荐  #在一起
310,#抗疫  #影视推荐 新冠开始传播 #我的观影报告
311,#抗疫  #志愿者青春在战疫中闪光——记全省唯一一个荣获“湖南省抗击新冠肺炎疫情先进个人”称号的在校大学生杜臻
312,#抗疫  #抗疫一线致敬最美逆行者
313,#抗疫  #爱情  #意大利 问世间情为何物直教人生死相许！希望一切都快快过去！
314,#抗疫  #致敬英雄 我局民警王彬获评“湖北省抗击新冠肺炎疫情先进个人”称号 @孝感公安  @平安湖北
315,#抗疫  #这就是山东   春暖花开 我们凯旋归来
316,#抗疫  #隔离     我为健康的体魄代言！💓
317,#抗疫  #预防肺炎     做好这七点 增强免疫力 一起来抗疫 #中医 #dou出新知
318,#抗疫  #黑河  #同城
319,#抗疫  不梳头 不洗头  全家出动 砍柴
320,#抗疫  今年挺过来“实鼠不疫”希望明年能“牛转钱坤”🐮
321,#抗疫  原创文艺作品展播：你们辛苦啦！
322,#抗疫  向奋战在抗疫一线的人员致敬！加油武汉！加油中国！
323,#抗疫  四川返渝，隔离4天。一大早警察叔叔👮🏻送来了超大号垃圾袋、体温计、口罩、消毒片并贴上了封条！
324,#抗疫  广汉力量“刮打板” 助力抗疫@抖音小助手
325,#抗疫  我看不清风雪中你面孔，但我认识那身警服@平安湖北 @平安黄冈 @中国警察网 @警民携手同行 @新华社
326,#抗疫  最后一次变身了，48天。知道撤离的消息竟然没有很开心，而是很不舍。明明再坚持两三周，就是最后的胜利了
327,#抗疫  没有一个冬天不可逾越，没有一个春天不会到来，武汉加油！中国加油！
328,#抗疫  疫情快结束了，健身房还不能开门。肌肉也差不多掉完了，幸好肚子长大了 不亏🤔
329,#抗疫  胜利属于我们！
330,#抗疫  舍小义保大义！你们的村长有这么霸气吗？#在一起  #游山恋
331,#抗疫  虽然已经回到家乡，但我们将继续听从祖国的召唤，一声令下，在所不惜！中国🇨🇳加油
332,#抗疫  近日，望江县一4岁女童走失，民警帮助其找到家人，记得看好孩子
333,#抗疫 #2020春节 看着看着就感觉不一样了，尤其是这种方式看到！@抖音小助手
334,#抗疫 #上热门
335,#抗疫 #专利 #晋江 晋江第二实验小学学生发明“防疫神器”，已在申请国家专利！
336,#抗疫 #中国速度#抖音小助手
337,#抗疫 #乌鲁木齐 感谢全国各地的驰援
338,#抗疫 #乌鲁木齐行动起来！是时候展示新疆#拉条子的厉害了 ！@天山网 @新疆网
339,#抗疫 #人人有责 #中国必胜@抖音小助手 @DOU+小助手
340,#抗疫 #作文 关于抗疫的素材写进作文里面肯定加分，赶紧收藏吧#抖音小助手
341,#抗疫 #全民抗疫 #新冠型病毒 #口罩口罩 #绘画 #创意美术 #手工 #武汉加油 小学生自制口罩😷
342,#抗疫 #包机回国 台州商人在加纳确诊新冠病毒，花270万包机回国，国家不会不管你！
343,#抗疫 #北京加油 ！💪￼￼￼
344,#抗疫 #医护人员 #共同助力疫情防控 虽然心里有忐忑，有紧张，有焦虑，但是疫情面前绝不退缩。加油吖！💪
345,#抗疫 #医生
346,#抗疫 #医生 #抗击肺炎 疫情就是命令，他只是千千万万白衣战士的一个缩影，为时刻守护我们健康的人祈福！
347,#抗疫 #南宫加油 此时南宫安静祥和，我们都在遵照市委市政府安排有条不紊的进行疫情防控。
348,#抗疫 #口罩口罩 大家认清口罩骗局哦！
349,#抗疫 #可爱 #致敬 22岁核酸检测员凌晨给海鲜做检测_越做越饿！#点赞 #热门#核酸检测
350,#抗疫 #哈尔滨加油 #舞蹈生  感谢大家对#家园助力 的支持💪@DOU+小助手 @我要上热门
351,#抗疫 #喝粥 今天你喝粥了吗？
352,#抗疫 #回家 女儿奔向从湖北回来的爸爸怀里，把老爸扑出了画框#这样很成都
353,#抗疫 #在一起 #武汉 卖鱼的小伙躲在被窝瑟瑟发抖吧！ @DOU+小助手
354,#抗疫 #培训 #演练
355,#抗疫 #天津 #白衣天使 @天津交警 @平安天津 我要记住你的样子！今晚报记者张立摄
356,#抗疫 #天津疫情 #北辰 今晨，北辰区500名医务人员支援滨海新区全员核酸检测！等你们平安归来！@北辰医院
357,#抗疫 #宝宝抗疫 #抗疫宝宝
358,#抗疫 #岳阳 来一波最接地气，最有烟火味的鼓劲！加油，热干面！
359,#抗疫 #工作 几个小时像打仗一样，可以睡个好觉了。明天继续。俄罗斯货运司机
360,#抗疫 #平安守护 #最可爱的人 2020铁路人不容“疫”  202铁路人更精彩@中国铁路 @人民网
361,#抗疫 #张家界时刻新闻 张家界市驰援武汉黄晓庆、熊纯燕平安回家，小区居民最高礼遇欢迎。@抖音小助手
362,#抗疫 #彩虹男孩 @抖音小助手 我没有办法想象他所经历的痛苦，而我也在经历撕心之痛，我要为他做最后一件事
363,#抗疫 #我为祖国省口罩 奶奶九十岁了，非要出去活动活动，万万没想到栽到它手里了😄
364,#抗疫 #战胜疫情新疆在行动 美！
365,#抗疫 #抖音正能量 感谢抖音平台对正能量的支持，屏幕前你的是怎么想的，评论区见！
366,#抗疫 #抗洪 #活着就好 #心态决定一切 #好好活下去 #加油💪💪💪🙏🙏🙏🙏🙏
367,#抗疫 #抗疫vlog #vlog日常 #新西兰
368,#抗疫 #抗疫一线
369,#抗疫 #抗疫一线 #抗疫英雄 #我的观影报告 #最美英雄
370,#抗疫 #抗疫一线 #新疆 #新疆加油 #乌鲁木齐加油 冒蓝火的加特林，酷酷的滕没骗我们。听说第二遍会火
371,#抗疫 #抗疫一线 让红马甲化身最硬铠甲@青春湖北 @共青团中央 @抖音小助手
372,#抗疫 #抗疫在行动 #无损音乐
373,#抗疫 #抗疫英雄归来 #抗疫英雄
374,#抗疫 #护士割爱砸碎手镯：降低感染率
375,#抗疫 #捐献 #道德模范  黄久生介绍抗疫期间情况。
376,#抗疫 #文艺志愿者 #佟大为 #青年歌唱家王喆 @抖音小助手 @小志在线 #好歌推荐 🇨🇳💕
377,#抗疫 #新疆加油 当乌鲁木齐这座城市按下暂停键，有一群民航人却奋不顾身奔赴一线
378,#抗疫 #新闻#美国
379,#抗疫 #最美逆行者 #抖音 #抖音小助手
380,#抗疫 #最美逆行者 安徽省第六批支援湖北医疗队今日将“出征”
381,#抗疫 #校园  【彭瑜书记，哭了……】#感动 @抖音小助手 @抖音校园
382,#抗疫 #核酸检测 半个月做了三次核酸检测，何时通知我结果呢？不用通知全国了@抖音小助手 @DOU+小助手
383,#抗疫 #梅州 热烈欢迎抗疫英雄凯旋回家👏👏👏向他们致以最崇高的敬意…辛苦了❤️❤️❤️#寻找客家人
384,#抗疫 #欢迎我大易县的英雄回家 #我要上热门
385,#抗疫 #正能量 #白衣天使 天津第一批援鄂医疗队员相互话别，互道珍重。@平安天津 @天津交警 @今鲜卫
386,#抗疫 #武汉 #武汉日记 纪录片《武汉日记》看着看着就哭了
387,#抗疫 #武汉加油 武汉青年志愿者商超实录！感谢无私奉献有大爱的人们！武汉会越来越好🙏🏻
388,#抗疫 #汉服摄影 #求职  公孑啊，看看银子还有勿有@抖音小助手
389,#抗疫 #治庸 开学季，#校园安全，#校园周边秩序 派出所、市管、卫健、应急等多部门在关注！@麒麟警方
390,#抗疫 #浙有我守护 #志愿者 在行动#中国加油 @抖音小助手
391,#抗疫 #澳洲生活 最新澳洲咨询每日更新@抖音小助手
392,#抗疫 #热点 @魅力克东
393,#抗疫 #热门 #我要上热门 #北京 #丰台
394,#抗疫 #留学生 #防疫志愿者 为了共和国！@外交部发言人办公室
395,#抗疫 #白衣天使 #太原中西医结合医院
396,#抗疫 #白衣天使 今天天津医疗队休整期满，收拾行装，回家！@平安天津 @天津交警 @今鲜卫 @爱上天津卫
397,#抗疫 #祖国 这就是我们的祖国！（湖北恩施电视台）
398,#抗疫 #绥芬河 在住工作人员做核酸，今天还有一批转来的工作人员入住，我们绥芬河宾馆做收尾了
399,#抗疫 #网课 大连加油
400,#抗疫 #美国文化 美国人不喜欢看医生，发现不适多喝热水，加柠檬。@抖音小助手
401,#抗疫 #育儿 多宝给家里消毒灭病毒，有模有样，积极主动，给多宝点小心心💗#成长
402,#抗疫 #背景音乐 #欣赏 #武汉加油#中国加油@抖音小助手
403,#抗疫 #致敬 #4亿中国人
404,#抗疫 #致敬一线抗疫英雄 迎接场面隆重！热烈！感人！今天，儋州最后一批援鄂英雄平安回到儋州！@抖音小助手
405,#抗疫 #致敬白衣战士 #治愈
406,#抗疫 #致敬英雄 抗疫归来，一生铭记！致敬所有抗疫英雄！
407,#抗疫 #致敬英雄 罗平县在太液湖公园热烈欢迎4名支援湖北抗疫英雄回家，感谢有你，世界更美丽！
408,#抗疫 #舞蹈 #公益 彝良首支抗疫题材公益舞蹈《最美逆行》，致敬所有抗疫医护人员。
409,#抗疫 #英语作文 北大学霸不告诉你，你也该明白，这篇英语作文必考！！#学霸秘籍 @抖音小助手
410,#抗疫 #见到曙光 #蓝天越来越近越来越温柔 #希望 #未来像风一样自由 #l2020都要安稳 ……#库存
411,#抗疫 #警察 警察👮🏻爸爸连续工作35天没回家，今天一到家，女儿竟不认识爸爸了，哭的心酸，她爸也泪流满面
412,#抗疫 #运动 #运动也要带节奏 #妈妈 吹的🐮，怎么也得实现，扶我起来！
413,#抗疫 #这个冬天有点冷  我待的城市下雪了，好想回家看爸妈😭
414,#抗疫 #逆行者 致敬！逆行者！
415,#抗疫 #遇见最美劳动者  #逆行者【知行模范·感动修文人物事迹展播】修文县援建雷神山建设团体......
416,#抗疫 #邱海波 抗疫39天，今天他回家了！
417,#抗疫 #酒 #人生 #以太坊 对酒当歌，人生几何。韶华笑掷，未来可期。
418,#抗疫 #钟南山#新闻
419,#抗疫 #防控
420,#抗疫 #防疫#春节，陈店是世界抗疫最好的镇，值得学习💪陈店领导好样的👍👍👍
421,#抗疫 #陈薇院士
422,#抗疫 #青年 弘扬抗疫精神，绽放似火青春，谨以此作品献给风华正茂的五四青年@抖音小助手 @抖音校园
423,#抗疫 #驰援武汉 医护工作者伟大👍#中国加油 免费为英雄设计发型👍开心✌️@抖音小助手
424,#抗疫 #鹿晗 #鹿晗踢球  隔离结束事情多起来了，没啥时间，你们要看他们踢球我过两天发比赛视频上来
425,#抗疫 #黄梅戏 《黄鹤归来》演唱#王刚
426,#抗疫 #默哀三分钟 #鸣笛致哀 哪有什么岁月静好 只是有人替我们负重前行罢了！致敬英雄！一路走好！
427,#抗疫 4月日上午，儋州最后一批支援武汉医疗队平安回到儋州，红旗小姐姐领队再次唱响儋州调声！@抖音小助手
428,#抗疫 @抖音小助手 @抖音短视频 柳江河音乐喷泉开放了，也就意味着疫情即将结束！中国加油！柳州加油！👍👍
429,#抗疫 @抖音小助手 再遇她们，已过饭点，看到她们吃着凉透的饭菜，心里酸酸的，为取得抗疫胜利，她们没一句怨言。
430,#抗疫 “川军”再次出征！羊肉串兄弟，我们来了！加油！
431,#抗疫 “金剪刀”托尼老师们自发为战“疫”一线民辅警义务理发@抖音小助手 @直播巴中
432,#抗疫 “青春有为，疫艺生辉''这个寒冬，让温暖延续。@抖音校园 @抖音小助手
433,#抗疫 一线的“特殊生日”！驰援#瑞丽 民警执勤路上过生日，许愿为瑞丽加油💪
434,#抗疫 一线的医务工作者、社区干部、执勤民警你们辛苦啦👍👍👍
435,#抗疫 三个月 #印度疫情 新冠病例升至全球第三 #全球抗疫
436,#抗疫 不哄抬物价，严格遵守政府现价。感谢志愿者，为我们的付出。
437,#抗疫 不心疼是假话。为了更好的投入工作，长发和外貌又算的了什么。等待胜利，等待春暖花开，等待再次长发及腰……
438,#抗疫 不急 忙扩军备！美军豪掷48亿美元，采购78架F-35战机#采购
439,#抗疫 不要急不要慌，再宅几天也无妨 @抖音小助手
440,#抗疫 中国为抗疫付出了多少？一组数字告诉你！
441,#抗疫 中国好童声全国总冠军、原创小歌手罗羽兮用清澈童声演唱原创歌曲《守候》
442,#抗疫 中国石化将与全国人民一道齐心协力战胜疫魔，为美好生活加油！@国资小新 @热门歌曲
443,#抗疫 中国赴马来西亚 抗疫#医疗专家组 回国🤗
444,#抗疫 为了抗击疫情，其实你能做很多！乌鲁木齐加油！@新疆共青团  @米东印像
445,#抗疫 为了自己为了他人核酸检测开始#中国邮政 @抖音小助手
446,#抗疫 乐山首例，殴打防疫人员，男子被判有期徒刑6个月！！！！#武汉肺炎#武汉加油#抗疫chuan行动
447,#抗疫 交大援鄂抗疫国家医疗队200余名队员今日凯旋而归！向最美的英雄们致敬！
448,#抗疫 人们为抗击疫情居家隔离，世界各地的动物们却街头上演“疯狂动物园”
449,#抗疫 什么都压不倒中国人！ @抖音小助手
450,#抗疫 今天#南宁 开始免费接种新冠疫苗，对于一个4亿人口大国来说真心不容易，体现了大国担当与责任！👍
451,#抗疫 今天收到街道通知2月24日前不允许开业，好迷茫好着急，现在最希望看到的新闻就是它了，患者治愈抗疫结束
452,#抗疫 从昨天开始，#南宁 新冠疫苗开始有序进行免费接种！在这艰难的一年，我们由衷的感受到祖国的强大！❤
453,#抗疫 会是接下来中小学热点作文题，趁现在多积累作文素材哦！#致敬白衣战士
454,#抗疫 修水蓝天救援队，#修水修水 #修水必胜
455,#抗疫 先进 荣获 #表彰  #新冠疫情  #白衣天使
456,#抗疫 全小区都好奇这老牛和这嫩草的模样，都在家憋疯了吧！😂@抖音小助手 @DOU+小助手
457,#抗疫 全村人老老小小轮流守岗，保护我们的家园，守护都江堰的这片净土！#2020我们一起加油
458,#抗疫 全村隔离第三天。从现在开始，谁给我点赞，我就给谁点赞，谁关注我我就回关，互换互粉，礼尚往来%萌星出道蓓
459,#抗疫 关键时刻，#意大利 拟向游仙采购50万套“门神”！#疫情全知道 #意大利疫情 @抖音小助手
